drift_type,drift_point,policy_type,error_threshold,window_size,budget,retrain_latency,deploy_latency,overall_accuracy,pre_drift_accuracy,post_drift_accuracy,accuracy_drop,total_retrains,budget_utilization,retrains_before_drift,retrains_after_drift,random_seed
recurring,5000,error_threshold,0.27,200,5,2,1,0.7412,0.7204,0.762,0.04159999999999997,5,1.0,5,0,1213
recurring,5000,error_threshold,0.27,200,5,2,1,0.7692,0.7708,0.7676,-0.0032000000000000917,5,1.0,5,0,1415
recurring,5000,error_threshold,0.27,200,5,2,1,0.7859,0.781,0.7908,0.00979999999999992,5,1.0,5,0,1617
recurring,5000,error_threshold,0.27,200,5,2,1,0.7601,0.7856,0.7346,-0.050999999999999934,5,1.0,5,0,1819
recurring,5000,error_threshold,0.27,200,5,2,1,0.7672,0.7986,0.7358,-0.06279999999999997,5,1.0,5,0,2021
recurring,5000,error_threshold,0.27,200,5,2000,50,0.7567,0.7728,0.7406,-0.032200000000000006,5,1.0,2,3,42
recurring,5000,error_threshold,0.27,200,5,2000,50,0.7242,0.7152,0.7332,0.018000000000000016,5,1.0,3,2,123
recurring,5000,error_threshold,0.27,200,5,2000,50,0.8046,0.8202,0.789,-0.031200000000000006,2,0.4,0,2,456
recurring,5000,error_threshold,0.27,200,5,2000,50,0.7942,0.7928,0.7956,0.0028000000000000247,3,0.6,1,2,789
recurring,5000,error_threshold,0.27,200,5,2000,50,0.8189,0.8108,0.827,0.016199999999999992,0,0.0,0,0,1011
recurring,5000,error_threshold,0.27,200,5,2000,50,0.7418,0.7218,0.7618,0.040000000000000036,4,0.8,3,1,1213
recurring,5000,error_threshold,0.27,200,5,2000,50,0.7665,0.7724,0.7606,-0.011799999999999922,4,0.8,2,2,1415
recurring,5000,error_threshold,0.27,200,5,2000,50,0.7817,0.779,0.7844,0.00539999999999996,3,0.6,1,2,1617
recurring,5000,error_threshold,0.27,200,5,2000,50,0.762,0.7886,0.7354,-0.053199999999999914,4,0.8,2,2,1819
recurring,5000,error_threshold,0.27,200,5,2000,50,0.7652,0.7992,0.7312,-0.06800000000000006,4,0.8,2,2,2021
recurring,5000,error_threshold,0.27,200,10,2,1,0.7565,0.7692,0.7438,-0.025399999999999978,10,1.0,10,0,42
